2026-04-15 02:06:42, 24.67, 5.50, 53.00, 550.87, 0.0858, 5.51
2026-04-15 02:06:47, 24.64, 3.68, 53.14, 600.86, 0.0896, 5.59
2026-04-15 02:06:52, 19.50, 4.86, 50.52, 626.84, 0.0576, 4.02
2026-04-15 02:06:57, 19.29, 2.02, 55.81, 509.87, 0.0555, 4.69
2026-04-15 02:07:02, 24.62, 9.79, 50.00, 621.31, 0.0438, 4.41
2026-04-15 02:12:43, 27.68, 16.09, 57.88, 657.67, 0.0723, 5.91
2026-04-15 02:12:48, 25.93, 0.63, 58.93, 572.22, 0.0532, 5.57
2026-04-15 02:12:58, 29.87, 17.01, 54.18, 674.10, 0.0527, 4.91
2026-04-15 02:13:03, 21.10, 1.46, 54.89, 611.71, 0.0767, 6.89
2026-04-15 02:13:28, 20.57, 6.22, 59.74, 592.03, 0.0359, 6.74
2026-04-15 02:13:33, 20.42, 5.22, 56.09, 534.32, 0.0905, 6.65
2026-04-15 02:13:38, 21.29, 7.49, 50.73, 505.42, 0.0478, 6.94
2026-04-15 02:13:44, 21.61, 12.65, 51.14, 505.40, 0.0970, 6.99
2026-04-15 02:13:49, 18.18, 10.86, 55.95, 531.50, 0.0733, 5.47
2026-04-15 02:13:54, 23.48, 17.01, 55.18, 552.96, 0.0588, 5.63
2026-04-15 02:13:59, 26.61, 12.54, 51.98, 634.23, 0.0853, 5.12
2026-04-15 02:14:04, 29.14, 2.62, 51.78, 541.46, 0.0327, 6.58
2026-04-15 02:14:09, 26.80, 19.04, 57.98, 673.67, 0.0836, 4.76
2026-04-15 02:14:14, 26.73, 14.80, 57.25, 515.42, 0.0505, 5.23
2026-04-15 02:14:19, 27.54, 19.56, 50.23, 543.34, 0.0205, 4.62
2026-04-15 02:14:25, 29.65, 12.10, 52.03, 673.02, 0.0452, 4.91
2026-04-15 02:14:30, 18.05, 8.02, 55.62, 629.53, 0.0537, 5.67
2026-04-15 02:14:35, 20.65, 14.82, 59.29, 676.97, 0.0714, 4.73
2026-04-15 02:14:40, 18.76, 7.50, 53.34, 507.40, 0.0502, 5.74
2026-04-15 02:14:45, 26.84, 14.05, 53.55, 637.46, 0.0331, 4.96
2026-04-15 02:14:50, 29.89, 5.04, 54.13, 545.72, 0.0901, 4.88
2026-04-15 02:14:55, 28.13, 13.69, 59.57, 683.03, 0.0713, 6.42
2026-04-15 02:15:00, 29.97, 7.34, 55.22, 523.81, 0.0603, 5.05
2026-04-15 02:15:06, 19.86, 13.49, 55.31, 617.17, 0.0497, 5.08
2026-04-15 02:15:11, 28.54, 20.02, 56.70, 590.75, 0.0255, 5.80
2026-04-15 02:15:16, 29.54, 20.13, 55.18, 688.47, 0.0761, 5.84
2026-04-15 02:15:21, 20.19, 5.72, 57.48, 558.56, 0.0588, 4.30
2026-04-15 02:15:26, 20.94, 19.73, 59.50, 589.61, 0.0396, 6.10
2026-04-15 02:15:31, 25.94, 9.79, 52.21, 658.48, 0.0444, 4.24
2026-04-15 02:15:36, 23.45, 20.60, 57.99, 585.62, 0.0940, 5.60
2026-04-15 02:15:41, 19.08, 7.10, 50.08, 640.54, 0.0454, 5.70
2026-04-15 02:15:46, 21.87, 19.70, 58.39, 616.06, 0.0804, 4.83
2026-04-15 02:15:51, 24.39, 12.20, 54.90, 601.78, 0.0658, 4.29
2026-04-15 02:15:57, 20.75, 2.70, 54.22, 646.78, 0.0890, 6.68
2026-04-15 02:16:02, 22.32, 7.60, 52.13, 686.53, 0.0844, 6.54
2026-04-15 02:16:07, 28.51, 1.65, 51.39, 697.04, 0.0921, 6.71
2026-04-15 02:16:12, 23.12, 9.36, 50.05, 566.07, 0.0654, 5.90
2026-04-15 02:16:17, 24.37, 6.55, 57.90, 543.70, 0.0312, 4.95
2026-04-15 02:16:22, 21.81, 9.91, 53.75, 687.82, 0.0497, 4.46
2026-04-15 02:16:27, 19.89, 8.20, 51.17, 707.74, 0.0762, 5.31
2026-04-15 02:16:32, 18.47, 6.22, 51.36, 617.81, 0.0387, 6.36
2026-04-15 02:16:38, 28.42, 5.60, 58.48, 714.07, 0.0975, 6.45
2026-04-15 02:16:43, 22.61, 19.74, 55.48, 643.59, 0.0549, 5.27
2026-04-15 02:16:48, 21.15, 10.34, 52.70, 637.98, 0.0937, 4.82
2026-04-15 02:16:53, 23.11, 4.32, 52.72, 663.40, 0.0960, 4.64
2026-04-15 02:16:58, 23.58, 12.52, 51.25, 605.26, 0.0837, 4.13
2026-04-15 02:17:03, 20.58, 20.14, 59.33, 657.59, 0.0630, 4.46
2026-04-15 02:17:08, 26.43, 18.04, 57.55, 666.48, 0.0836, 6.64
2026-04-15 02:17:13, 26.90, 8.51, 58.26, 504.48, 0.0997, 5.91
2026-04-15 02:17:19, 18.34, 20.56, 57.56, 604.37, 0.0874, 6.88
2026-04-15 02:17:24, 21.98, 8.76, 56.78, 588.22, 0.0671, 5.87
2026-04-15 02:17:29, 28.99, 12.15, 57.77, 686.73, 0.0360, 4.80
2026-04-15 02:18:38, 23.84, 2.02, 58.14, 662.00, 0.0383, 4.25
2026-04-15 02:18:43, 19.99, 11.56, 53.75, 570.15, 0.0530, 5.48
2026-04-15 02:18:48, 28.69, 15.06, 57.75, 548.00, 0.0709, 5.17
2026-04-15 02:18:53, 18.33, 8.93, 51.56, 649.34, 0.0622, 4.53
2026-04-15 22:51:38, 24.73, 11.14, 57.04, 641.21, 0.0646, 4.65
