2026-04-10 16:53:23, 29.70, 6.86, 51.05, 573.88, 0.0377, 6.61
2026-04-10 16:53:28, 27.43, 5.88, 51.38, 635.15, 0.0800, 4.86
2026-04-10 16:53:33, 23.11, 6.44, 56.63, 584.58, 0.0462, 5.04
2026-04-10 16:53:38, 28.78, 17.97, 56.77, 626.84, 0.0735, 5.93
2026-04-10 16:53:43, 19.78, 4.05, 57.59, 545.94, 0.0962, 6.90
2026-04-10 16:53:49, 21.06, 18.99, 54.49, 659.88, 0.0814, 5.82
2026-04-10 16:53:54, 29.05, 17.91, 59.37, 711.22, 0.0809, 4.23
2026-04-10 16:53:59, 25.41, 0.89, 54.91, 668.82, 0.0392, 7.00
2026-04-10 16:54:04, 20.61, 0.43, 56.03, 638.01, 0.0201, 6.91
2026-04-10 16:54:09, 19.14, 15.65, 54.88, 698.28, 0.0732, 4.46
2026-04-10 16:54:14, 25.62, 11.47, 53.53, 657.01, 0.0910, 4.34
2026-04-10 16:54:19, 29.05, 9.67, 53.21, 516.40, 0.0552, 5.20
2026-04-10 16:54:24, 24.78, 14.88, 57.88, 588.59, 0.0399, 6.32
2026-04-10 16:54:29, 19.70, 5.88, 54.38, 577.26, 0.0734, 5.92
2026-04-10 16:54:34, 25.57, 0.79, 52.03, 701.66, 0.0397, 4.47
2026-04-10 16:54:39, 23.82, 14.31, 57.33, 550.77, 0.0551, 5.17
2026-04-10 16:54:44, 26.92, 0.52, 52.36, 543.62, 0.0753, 4.87
2026-04-10 16:54:49, 24.11, 12.62, 59.68, 566.23, 0.0922, 4.44
2026-04-10 16:54:54, 28.59, 9.58, 50.68, 612.65, 0.0834, 6.07
2026-04-10 16:54:59, 20.78, 14.09, 56.65, 611.03, 0.0998, 6.00
2026-04-10 16:55:04, 28.46, 11.56, 56.52, 524.69, 0.0459, 5.99
2026-04-10 16:55:09, 24.16, 1.95, 50.54, 568.55, 0.0981, 4.89
2026-04-10 16:55:15, 18.13, 0.24, 56.87, 569.65, 0.0276, 4.19
2026-04-10 16:55:20, 19.87, 5.41, 55.11, 708.71, 0.0362, 5.56
2026-04-10 16:55:25, 27.19, 12.86, 55.96, 673.80, 0.0944, 4.47
2026-04-10 16:55:30, 22.39, 4.11, 51.06, 506.76, 0.0273, 6.10
2026-04-10 16:55:35, 24.36, 5.34, 53.74, 705.65, 0.0617, 6.30
2026-04-10 16:55:40, 26.10, 6.28, 53.12, 519.00, 0.0805, 6.93
2026-04-10 16:55:45, 29.99, 2.47, 56.30, 651.51, 0.0936, 6.90
2026-04-10 16:55:50, 18.86, 1.29, 52.65, 614.32, 0.0416, 4.78
2026-04-10 16:55:55, 27.00, 20.28, 55.88, 650.95, 0.0870, 5.93
2026-04-10 16:56:00, 28.94, 15.02, 55.18, 705.62, 0.0757, 5.59
2026-04-10 16:56:05, 27.23, 3.68, 59.31, 557.61, 0.0910, 6.98
2026-04-10 16:56:10, 29.01, 17.34, 52.23, 665.57, 0.0791, 6.38
2026-04-10 16:56:15, 24.14, 3.59, 54.57, 699.10, 0.0769, 4.57
2026-04-10 16:56:20, 28.47, 20.68, 54.36, 668.88, 0.0334, 5.82
2026-04-10 16:56:25, 28.35, 6.96, 51.19, 619.18, 0.0546, 6.05
2026-04-10 16:56:30, 19.08, 5.66, 50.39, 704.06, 0.0609, 5.66
2026-04-10 16:56:36, 20.20, 20.83, 52.31, 621.05, 0.0724, 5.38
2026-04-10 16:56:41, 22.25, 18.34, 54.08, 687.49, 0.0897, 6.41
2026-04-10 16:56:46, 28.64, 2.75, 58.30, 701.85, 0.0695, 6.53
2026-04-10 16:56:51, 19.50, 20.00, 50.99, 613.56, 0.0521, 6.69
2026-04-10 16:56:56, 23.74, 19.89, 53.64, 654.63, 0.0270, 4.53
2026-04-10 16:57:01, 26.66, 16.56, 57.99, 569.65, 0.0319, 4.78
2026-04-10 16:57:06, 29.82, 16.14, 54.00, 701.66, 0.0294, 5.18
2026-04-10 16:57:11, 29.68, 4.07, 56.50, 526.33, 0.0859, 4.80
2026-04-10 16:57:16, 28.04, 6.92, 54.65, 543.13, 0.0287, 6.78
2026-04-10 16:57:21, 20.60, 3.39, 57.24, 627.87, 0.0273, 6.23
2026-04-10 16:57:26, 22.46, 4.63, 56.99, 540.51, 0.0524, 6.73
2026-04-10 16:57:31, 22.55, 15.33, 56.33, 673.34, 0.0906, 4.84
2026-04-10 16:57:36, 27.60, 20.08, 51.67, 695.22, 0.0844, 5.51
2026-04-10 16:57:41, 28.24, 5.73, 54.49, 571.69, 0.0528, 4.45
2026-04-10 16:57:46, 20.69, 6.18, 55.89, 682.58, 0.0809, 6.17
2026-04-10 16:57:51, 20.59, 15.59, 56.02, 652.17, 0.0881, 4.13
2026-04-10 16:57:56, 29.48, 16.54, 54.64, 596.80, 0.0290, 6.48
2026-04-10 16:58:02, 27.67, 17.20, 56.46, 664.12, 0.0522, 6.03
2026-04-10 16:58:07, 22.91, 11.08, 51.19, 539.29, 0.0317, 6.93
2026-04-10 16:58:12, 24.44, 9.75, 56.95, 605.16, 0.0296, 4.92
2026-04-10 16:58:17, 21.33, 0.45, 59.83, 624.82, 0.0462, 6.08
2026-04-10 16:58:22, 18.48, 19.90, 50.21, 550.46, 0.0283, 5.58
2026-04-10 16:58:27, 27.50, 20.49, 56.14, 652.44, 0.0790, 4.48
2026-04-10 16:58:32, 18.32, 20.61, 53.21, 586.44, 0.0260, 5.16
2026-04-10 16:58:37, 25.21, 12.96, 52.83, 519.18, 0.0931, 4.65
2026-04-10 16:58:42, 29.53, 17.01, 53.11, 574.51, 0.0697, 4.42
2026-04-10 16:58:47, 24.09, 12.42, 51.84, 629.43, 0.0401, 6.99
2026-04-10 16:58:53, 20.26, 3.91, 52.68, 508.43, 0.0560, 6.57
2026-04-10 16:58:58, 27.68, 0.10, 58.35, 603.29, 0.0884, 6.33
2026-04-10 16:59:03, 22.37, 18.78, 58.08, 649.63, 0.0572, 6.28
2026-04-10 16:59:08, 18.70, 14.91, 54.69, 506.26, 0.0857, 4.47
2026-04-10 16:59:13, 21.39, 13.91, 54.89, 613.48, 0.0678, 4.05
2026-04-10 16:59:18, 21.39, 5.37, 52.60, 695.40, 0.0729, 5.80
2026-04-10 16:59:23, 27.24, 14.15, 55.32, 690.07, 0.0389, 5.46
2026-04-10 16:59:28, 23.79, 15.79, 56.73, 671.28, 0.0975, 6.39
2026-04-10 16:59:33, 25.87, 0.97, 56.07, 562.98, 0.0949, 6.20
2026-04-10 16:59:38, 25.47, 20.80, 51.10, 527.35, 0.0793, 4.07
2026-04-10 16:59:43, 19.08, 3.45, 53.27, 625.47, 0.0747, 6.62
2026-04-10 16:59:48, 29.72, 11.01, 51.60, 571.80, 0.0756, 4.87
2026-04-10 16:59:53, 25.29, 4.81, 52.99, 610.28, 0.0939, 5.03
2026-04-10 16:59:58, 28.22, 18.89, 53.48, 697.61, 0.0345, 5.86
2026-04-10 17:00:03, 28.07, 19.39, 50.25, 559.37, 0.0284, 4.97
2026-04-10 17:00:08, 29.64, 1.93, 51.67, 563.80, 0.0725, 4.57
2026-04-10 17:00:14, 27.21, 13.73, 52.21, 648.59, 0.0442, 4.72
2026-04-10 17:00:19, 27.58, 7.59, 55.67, 682.93, 0.0304, 6.56
2026-04-10 17:00:24, 20.67, 17.50, 58.12, 645.46, 0.0581, 4.61
2026-04-10 17:00:29, 19.38, 13.13, 51.03, 540.02, 0.0313, 6.44
2026-04-10 17:00:34, 20.99, 14.02, 54.41, 649.50, 0.0727, 4.69
